Iteration,temps total,temps attente agv2,stock max warehouse
2313,6087.02,96.27,1
2314,6109.40,91.41,1
2315,6054.79,91.25,1
2316,6101.26,89.82,1
2317,6086.70,90.20,1
2318,6146.54,98.65,1
2319,6127.00,94.81,1
2320,6160.43,94.09,1
2321,6134.77,97.29,1
2322,6103.71,86.28,1
2323,6159.62,94.10,1
2324,6132.49,91.68,1
2325,6106.85,89.22,1
2326,6116.65,96.70,1
2327,6137.02,89.18,1
2328,6088.27,96.43,1
2329,6138.01,85.94,1
2330,6045.77,89.42,1
2331,6090.65,93.22,1
2332,6083.03,97.27,1
2333,6178.03,95.83,1
2334,6158.26,97.27,1
2335,6121.97,89.91,1
2336,6107.03,88.56,1
2337,6082.56,87.80,1
2338,6116.84,87.28,1
2339,6127.67,83.77,1
2340,6182.65,88.07,1
2341,6132.95,90.98,1
2342,6088.70,90.90,1
2343,6109.68,88.98,1
2344,6087.26,91.58,1
2345,6137.04,89.26,1
2346,6153.05,94.38,1
2347,6108.33,89.19,1
2348,6093.17,93.31,1
2349,6066.52,86.74,1
2350,6094.09,89.92,1
2351,6138.70,89.50,1
2352,6154.25,89.65,1
2353,6122.85,92.49,1
2354,6078.46,90.87,1
2355,6166.73,88.94,1
2356,6087.40,89.75,1
2357,6087.50,94.11,1
2358,6107.00,98.60,1
2359,6095.62,91.58,1
2360,6098.05,95.41,1
2361,6088.31,82.25,1
2362,6150.03,91.90,1
2363,6102.19,96.72,1
2364,6132.13,93.66,1
2365,6129.39,87.26,1
2366,6101.07,94.75,1
2367,6103.17,98.09,1
2368,6044.84,86.05,1
2369,6175.04,85.70,1
2370,6098.41,89.11,1
2371,6111.61,93.87,1
2372,6132.47,85.85,1
2373,6160.12,88.11,1
2374,6093.25,87.01,1
2375,6155.86,100.86,1
2376,6165.44,98.64,1
2377,6128.89,106.57,1
2378,6106.22,91.27,1
2379,6104.01,91.02,1
2380,6124.01,84.69,1
2381,6131.23,91.38,1
2382,6132.80,89.65,1
2383,6132.35,93.37,1
2384,6125.92,90.58,1
2385,6130.22,88.79,1
2386,6105.81,85.59,1
2387,6161.15,88.84,1
2388,6114.05,90.77,1
2389,6090.95,91.25,1
2390,6114.60,90.51,1
2391,6140.07,80.76,1
2392,6112.76,95.33,1
2393,6124.83,97.88,1
2394,6146.46,89.75,1
2395,6176.90,91.76,1
2396,6157.74,90.86,1
2397,6114.18,97.98,1
2398,6095.24,90.88,1
2399,6051.87,87.94,1
2400,6110.68,82.78,1
2401,6149.04,90.11,1
2402,6151.55,93.79,1
2403,6104.95,91.58,1
2404,6092.33,81.00,1
2405,6107.81,92.02,1
2406,6139.43,90.92,1
2407,6137.70,90.90,1
2408,6129.61,86.04,1
2409,6138.35,93.76,1
2410,6135.86,89.42,1
2411,6112.52,90.82,1
2412,6118.16,95.08,1
2413,6185.75,90.60,1
2414,6132.20,87.22,1
2415,6104.67,97.49,1
2416,6106.44,92.02,1
2417,6108.04,92.86,1
2418,6149.12,85.78,1
2419,6165.50,90.42,1
2420,6075.37,91.69,1
2421,6156.46,89.60,1
2422,6036.84,86.57,1
2423,6105.93,90.81,1
2424,6087.26,89.47,1
2425,6183.75,95.49,1
2426,6124.74,96.96,1
2427,6111.13,88.31,1
2428,6111.70,94.53,1
2429,6148.38,102.35,1
2430,6108.97,93.56,1
2431,6112.89,90.76,1
2432,6145.55,95.21,1
2433,6115.90,91.30,1
2434,6089.88,94.77,1
2435,6125.55,88.23,1
2436,6139.10,102.31,1
2437,6142.16,87.83,1
2438,6145.05,87.53,1
2439,6120.50,95.35,1
2440,6150.75,89.73,1
2441,6109.91,88.25,1
2442,6157.54,82.70,1
2443,6126.67,91.67,1
2444,6105.30,94.15,1
2445,6166.10,94.73,1
2446,6106.04,90.89,1
2447,6150.50,84.67,1
2448,6143.81,88.57,1
2449,6117.00,89.94,1
2450,6104.69,90.81,1
2451,6164.07,98.36,1
2452,6088.24,95.04,1
2453,6110.03,94.10,1
2454,6149.70,90.62,1
2455,6125.27,92.67,1
2456,6078.46,93.33,1
2457,6072.76,94.57,1
2458,6101.77,87.28,1
2459,6125.56,89.03,1
2460,6118.01,86.08,1
2461,6090.61,86.28,1
2462,6170.61,92.10,1
2463,6165.17,95.13,1
2464,6151.62,97.12,1
2465,6132.12,84.87,1
2466,6130.72,97.91,1
2467,6170.09,99.39,1
2468,6087.21,91.96,1
2469,6146.21,97.37,1
2470,6131.14,90.21,1
2471,6109.45,99.14,1
2472,6131.84,90.38,1
2473,6148.47,89.82,1
2474,6156.13,94.17,1
2475,6168.78,90.99,1
2476,6122.76,83.94,1
2477,6135.85,90.58,1
2478,6074.76,94.53,1
2479,6087.76,99.69,1
2480,6098.55,93.17,1
2481,6080.21,85.64,1
2482,6078.71,82.69,1
2483,6092.13,88.57,1
2484,6111.21,93.37,1
2485,6134.22,96.51,1
2486,6127.01,88.96,1
2487,6142.93,95.77,1
2488,6044.83,88.28,1
2489,6096.98,91.93,1
2490,6115.56,94.36,1
2491,6118.55,92.37,1
2492,6098.22,93.76,1
2493,6075.70,93.59,1
2494,6107.50,90.39,1
2495,6124.12,85.39,1
2496,6089.02,82.78,1
2497,6153.21,88.17,1
2498,6133.41,85.92,1
2499,6170.14,88.60,1
2500,6114.51,90.72,1
2501,6137.74,92.66,1
2502,6075.03,86.51,1
2503,6060.29,94.98,1
2504,6099.55,90.81,1
2505,6077.37,87.41,1
2506,6095.30,92.22,1
2507,6172.64,92.29,1
2508,6108.39,91.04,1
2509,6129.56,94.33,1
2510,6128.17,91.63,1
2511,6159.84,92.59,1
2512,6096.14,88.64,1
2513,6141.38,93.88,1
2514,6126.71,90.73,1
2515,6133.73,89.28,1
2516,6094.96,90.84,1
2517,6136.64,92.99,1
2518,6119.09,91.98,1
2519,6077.81,88.56,1
2520,6136.16,86.21,1
2521,6126.49,89.88,1
2522,6123.02,88.95,1
2523,6139.51,96.03,1
2524,6129.01,88.89,1
2525,6117.12,87.67,1
2526,6102.46,91.82,1
2527,6127.48,84.99,1
2528,6110.42,88.22,1
2529,6124.93,87.23,1
2530,6070.12,88.46,1
2531,6125.38,89.43,1
2532,6163.85,86.40,1
2533,6109.23,89.86,1
2534,6131.24,85.43,1
2535,6135.18,85.83,1
2536,6112.51,93.89,1
2537,6098.84,97.31,1
2538,6111.92,89.13,1
2539,6056.55,96.87,1
2540,6108.22,91.24,1
2541,6106.68,89.72,1
2542,6127.18,84.47,1
2543,6165.60,95.89,1
2544,6156.85,89.89,1
2545,6134.09,90.05,1
2546,6146.55,88.43,1
2547,6158.75,88.82,1
2548,6190.46,89.18,1
2549,6086.42,95.47,1
2550,6126.42,89.60,1
2551,6143.23,91.04,1
2552,6145.14,92.85,1
2553,6181.65,89.44,1
2554,6103.73,87.63,1
2555,6121.11,90.07,1
2556,6115.19,98.63,1
2557,6143.51,90.85,1
2558,6114.19,86.98,1
2559,6175.22,90.87,1
2560,6104.23,90.64,1
2561,6145.71,90.13,1
2562,6153.47,91.54,1
2563,6123.19,93.00,1
2564,6109.91,84.54,1
2565,6108.50,93.07,1
2566,6134.56,90.87,1
2567,6128.09,94.69,1
2568,6113.27,90.54,1
2569,6120.23,79.72,1
2570,6106.30,92.40,1
2571,6119.86,95.61,1
2572,6153.92,96.72,1
2573,6092.27,90.34,1
2574,6110.85,88.83,1
2575,6113.35,87.65,1
2576,6092.37,95.32,1
2577,6145.66,94.49,1
2578,6144.93,93.02,1
2579,6088.45,90.14,1
2580,6141.17,98.60,1
2581,6097.10,92.43,1
2582,6098.73,96.37,1
2583,6047.42,89.52,1
2584,6166.35,97.60,1
2585,6151.62,92.66,1
2586,6093.22,83.88,1
2587,6156.09,89.53,1
2588,6138.90,87.54,1
2589,6099.05,87.09,1
2590,6074.68,93.66,1
2591,6142.09,89.39,1
2592,6124.85,90.06,1
2593,6161.89,97.55,2
2594,6098.11,82.25,1
2595,6117.78,89.70,1
2596,6155.81,87.52,1
2597,6137.91,101.16,1
2598,6102.71,88.35,1
2599,6131.72,88.75,1
2600,6112.12,93.75,1
2601,6101.32,92.41,1
2602,6146.34,88.85,1
2603,6133.10,90.20,1
2604,6093.76,89.99,1
2605,6144.43,95.95,1
2606,6134.59,92.98,1
2607,6058.74,87.26,1
2608,6090.51,91.43,1
2609,6105.25,88.16,1
2610,6099.20,97.93,1
2611,6113.98,86.81,1
2612,6111.74,85.74,1
2613,6102.28,86.68,1
2614,6097.00,90.89,1
2615,6119.89,96.53,1
2616,6099.12,94.09,1
2617,6089.25,93.88,1
2618,6128.36,99.64,1
2619,6141.18,98.26,1
2620,6167.29,89.96,1
2621,6090.06,84.82,1
2622,6124.30,88.39,1
2623,6100.00,95.02,1
2624,6155.77,89.56,1
2625,6140.94,84.75,1
2626,6144.22,87.50,1
2627,6099.84,88.20,1
2628,6132.07,87.53,1
2629,6123.46,93.18,1
2630,6133.66,93.16,1
2631,6135.93,93.77,1
2632,6168.10,92.72,1
2633,6166.22,82.90,1
2634,6140.77,91.58,1
2635,6162.22,93.73,1
2636,6153.10,88.43,1
2637,6110.23,97.23,1
2638,6121.87,81.43,1
2639,6128.85,87.47,1
2640,6079.20,87.89,1
2641,6169.33,89.75,1
2642,6131.08,86.99,1
2643,6191.46,104.58,1
2644,6129.14,84.01,1
2645,6087.03,92.11,1
2646,6128.30,89.41,1
2647,6118.14,95.83,1
2648,6108.67,99.32,1
2649,6117.35,91.18,1
2650,6171.39,91.38,1
2651,6106.44,86.76,1
2652,6155.84,92.77,1
2653,6174.43,91.36,1
2654,6099.20,93.12,1
2655,6150.59,89.31,1
2656,6133.12,92.52,1
2657,6176.53,96.13,1
2658,6124.10,87.01,1
2659,6109.66,86.24,1
2660,6136.82,84.23,1
2661,6118.67,93.08,1
2662,6134.31,93.69,1
2663,6146.29,91.48,1
2664,6116.12,93.57,1
2665,6138.43,90.24,1
2666,6098.13,85.67,1
2667,6093.26,95.50,1
2668,6109.54,88.59,1
2669,6106.21,91.87,1
2670,6139.01,89.50,1
2671,6148.22,96.19,1
2672,6147.00,92.39,1
2673,6106.75,88.22,1
2674,6138.37,99.83,1
2675,6100.14,83.26,1
2676,6129.80,90.72,1
2677,6105.42,93.72,1
2678,6128.97,96.05,1
2679,6094.45,92.87,1
2680,6083.75,88.85,1
2681,6114.75,94.93,1
2682,6088.87,88.18,1
2683,6129.92,88.23,1
2684,6130.34,94.08,1
2685,6062.52,83.12,1
2686,6075.35,88.63,1
2687,6204.95,100.14,1
2688,6093.00,86.64,1
2689,6091.23,92.62,1
2690,6109.12,83.04,1
2691,6110.74,90.14,1
2692,6152.49,97.03,1
2693,6148.31,93.90,1
2694,6080.85,99.67,1
2695,6145.40,90.43,1
2696,6150.40,85.69,1
2697,6104.50,99.53,1
2698,6117.26,90.61,1
2699,6116.42,96.90,1
2700,6086.15,95.22,1
2701,6063.56,85.86,1
2702,6137.71,83.20,1
2703,6101.01,89.50,1
2704,6145.39,94.28,1
2705,6160.70,94.11,1
2706,6153.42,96.21,1
2707,6090.01,92.50,1
2708,6095.50,88.76,1
2709,6138.49,85.88,1
2710,6128.02,92.37,1
2711,6118.35,91.02,1
2712,6089.49,89.08,1
2713,6114.84,101.81,1
2714,6114.17,94.50,1
2715,6152.38,90.09,1
2716,6114.56,92.81,1
2717,6081.10,90.70,1
2718,6093.76,93.61,1
2719,6095.64,87.61,1
2720,6110.42,99.67,1
2721,6180.82,100.32,1
2722,6146.58,92.89,1
2723,6091.24,92.22,1
2724,6117.06,89.64,1
2725,6111.09,91.28,1
2726,6111.16,98.46,1
2727,6121.28,87.75,1
2728,6158.42,94.31,1
2729,6146.64,87.72,1
2730,6112.98,86.62,1
2731,6118.74,90.21,1
2732,6160.05,91.85,1
2733,6117.56,95.34,1
2734,6100.53,91.00,1
2735,6141.55,94.86,1
2736,6115.11,89.88,1
2737,6105.83,92.28,1
2738,6097.32,94.87,1
2739,6123.23,88.77,1
2740,6205.81,87.46,1
2741,6108.13,81.85,1
2742,6140.18,88.53,1
2743,6110.78,95.78,1
2744,6160.02,94.01,1
2745,6121.43,98.02,1
2746,6096.48,91.91,1
2747,6139.01,88.14,1
2748,6088.31,86.12,1
2749,6180.17,94.05,1
2750,6116.06,89.37,1
2751,6111.65,94.15,1
2752,6139.72,94.52,1
2753,6085.49,84.89,1
2754,6135.73,89.92,1
2755,6131.16,94.05,1
2756,6154.37,89.61,1
2757,6104.58,93.59,1
2758,6138.47,89.38,1
2759,6163.80,87.86,1
2760,6157.21,94.08,1
2761,6108.50,92.18,1
2762,6123.88,89.02,1
2763,6131.41,92.10,1
2764,6140.92,92.36,1
2765,6147.57,91.20,1
2766,6172.39,83.46,1
2767,6138.47,89.03,1
2768,6105.15,84.11,1
2769,6118.02,92.54,1
2770,6146.12,92.50,1
2771,6135.93,91.55,1
2772,6126.03,86.89,1
2773,6096.06,93.43,1
2774,6118.14,90.95,1
2775,6124.88,92.78,1
2776,6165.82,91.59,1
2777,6096.93,95.25,1
2778,6091.91,88.38,1
2779,6143.21,95.57,1
2780,6106.59,87.22,1
2781,6085.30,93.98,1
2782,6087.70,90.95,1
2783,6053.32,83.89,1
2784,6192.65,91.93,1
2785,6166.30,91.42,1
2786,6192.82,92.21,1
2787,6146.29,85.94,1
2788,6161.36,96.45,1
2789,6128.99,96.92,1
2790,6142.55,89.88,1
2791,6157.62,93.41,1
2792,6106.35,97.14,1
2793,6172.17,94.03,1
2794,6117.50,90.18,1
2795,6067.93,86.21,1
2796,6099.57,91.31,1
2797,6113.48,96.59,1
2798,6087.12,93.21,1
2799,6123.17,84.91,1
2800,6116.62,86.00,1
2801,6108.57,89.63,1
2802,6099.92,97.31,1
2803,6092.02,88.69,1
2804,6152.02,89.57,1
2805,6112.34,94.38,1
2806,6137.64,94.32,1
2807,6128.08,91.68,1
2808,6100.09,85.96,1
2809,6123.52,82.79,1
2810,6156.50,95.53,1
2811,6099.32,89.26,1
2812,6119.41,98.03,1
2813,6048.80,85.93,1
2814,6151.09,89.77,1
2815,6161.35,91.42,1
2816,6138.15,94.35,1
2817,6126.91,97.00,1
2818,6139.37,92.41,1
2819,6119.47,79.99,1
2820,6118.52,88.45,1
2821,6126.23,82.40,1
2822,6142.42,89.82,1
2823,6080.00,93.77,1
2824,6100.05,90.47,1
2825,6071.91,86.92,1
2826,6107.30,91.39,1
2827,6148.43,89.58,1
2828,6126.58,100.84,1
2829,6125.51,90.19,1
2830,6123.76,80.72,1
2831,6113.38,90.38,1
2832,6088.85,98.30,1
2833,6120.10,84.88,1
2834,6117.96,89.03,1
2835,6120.32,93.73,1
2836,6155.19,85.60,1
2837,6104.64,95.15,1
2838,6088.80,90.13,1
2839,6159.17,86.03,1
2840,6182.73,97.58,1
2841,6160.54,86.91,1
2842,6091.51,90.75,1
2843,6080.49,89.52,1
2844,6106.87,90.49,1
2845,6119.37,94.37,1
2846,6097.66,102.69,1
2847,6141.00,86.59,1
2848,6118.49,97.43,1
2849,6108.35,94.20,1
2850,6125.78,97.92,1
2851,6138.91,90.23,1
2852,6126.48,91.78,1
2853,6173.36,92.47,1
2854,6070.71,99.27,1
2855,6139.16,94.48,1
2856,6123.97,93.80,1
2857,6114.66,94.89,1
2858,6161.71,89.93,1
2859,6097.24,82.89,1
2860,6142.54,91.65,1
2861,6095.34,92.43,1
2862,6097.30,95.77,1
2863,6060.87,94.48,1
2864,6121.60,95.25,1
2865,6094.02,88.26,1
2866,6141.17,83.52,1
2867,6133.95,95.86,1
2868,6117.98,84.26,1
2869,6067.76,91.62,1
2870,6097.51,92.89,1
2871,6095.41,86.28,1
2872,6089.04,94.24,1
2873,6162.31,83.78,1
2874,6146.94,94.34,1
2875,6184.01,95.86,1
2876,6085.80,98.16,1
2877,6136.23,95.87,1
2878,6179.83,91.62,1
2879,6103.07,87.39,1
2880,6130.63,91.23,1
2881,6092.16,87.17,1
2882,6073.50,97.74,1
2883,6127.53,87.48,1
2884,6131.23,91.39,1
2885,6120.11,86.86,1
2886,6115.91,93.59,1
2887,6129.55,82.59,1
2888,6116.39,89.31,1
2889,6040.40,91.11,1
2890,6130.25,90.03,1
2891,6142.27,95.74,1
2892,6186.74,91.58,1
2893,6096.17,90.32,1
2894,6113.39,88.05,1
2895,6151.57,96.60,1
2896,6129.55,88.40,1
2897,6115.51,93.49,1
2898,6115.35,90.35,1
2899,6105.66,95.45,1
2900,6141.59,91.93,1
2901,6065.53,84.20,1
2902,6094.25,81.25,1
2903,6124.44,94.02,1
2904,6096.72,90.42,1
2905,6159.53,95.52,1
2906,6095.65,94.47,1
2907,6094.84,90.19,1
2908,6114.79,90.22,1
2909,6211.73,94.24,1
2910,6096.66,98.31,1
2911,6146.60,98.25,1
2912,6123.68,97.32,1
2913,6140.29,89.65,1
2914,6125.25,84.14,1
2915,6100.72,91.10,1
2916,6100.20,89.56,1
2917,6120.26,86.48,1
2918,6056.91,88.27,1
2919,6120.82,84.24,1
2920,6139.33,97.76,1
2921,6115.01,92.17,1
2922,6165.61,94.96,1
2923,6065.00,89.97,1
2924,6039.13,84.68,1
2925,6068.09,88.13,1
2926,6082.54,95.32,1
2927,6166.39,85.95,1
2928,6135.77,89.87,1
2929,6095.65,85.36,1
2930,6131.99,86.16,1
2931,6103.04,95.24,1
2932,6140.33,90.91,1
2933,6046.09,87.30,1
2934,6136.23,88.31,1
2935,6093.22,86.74,1
2936,6187.31,93.10,1
2937,6118.43,89.53,1
2938,6166.02,90.04,1
2939,6123.98,87.59,1
2940,6133.92,95.83,1
2941,6131.22,88.04,1
2942,6069.12,90.09,1
2943,6151.67,92.41,1
2944,6109.36,103.06,1
2945,6128.24,91.85,1
2946,6072.31,85.20,1
2947,6075.54,85.39,1
2948,6022.04,87.16,1
2949,6132.11,91.78,1
2950,6130.55,86.62,1
2951,6118.35,86.79,1
2952,6131.26,84.75,1
2953,6101.92,97.02,1
2954,6134.25,90.29,1
2955,6109.01,85.21,1
2956,6163.85,100.07,1
2957,6093.87,89.97,1
2958,6144.55,94.06,1
2959,6065.74,88.59,1
2960,6163.12,85.98,1
2961,6119.14,95.21,1
2962,6094.56,88.76,1
2963,6132.73,88.05,1
2964,6146.80,95.08,1
2965,6106.81,89.38,1
2966,6093.31,90.02,1
2967,6100.37,91.39,1
2968,6142.09,90.03,1
2969,6109.64,85.75,1
2970,6123.07,90.86,1
2971,6051.34,87.18,1
2972,6144.20,100.35,1
2973,6090.65,88.05,1
2974,6129.36,81.21,1
2975,6068.74,88.95,1
2976,6104.61,88.01,1
2977,6153.44,88.13,1
2978,6115.89,88.63,1
2979,6174.16,88.49,1
2980,6134.49,89.74,1
2981,6174.52,96.15,1
2982,6117.50,86.28,1
2983,6120.51,99.68,1
2984,6138.46,86.13,1
2985,6155.83,93.83,1
2986,6133.13,91.08,1
2987,6124.65,88.41,1
2988,6091.49,93.19,1
2989,6057.19,84.61,1
2990,6141.79,98.02,1
2991,6094.90,93.71,1
2992,6117.56,95.70,1
2993,6073.74,85.19,1
2994,6099.54,92.13,1
2995,6138.95,87.43,1
2996,6143.07,97.26,1
2997,6115.86,96.21,1
2998,6108.41,89.24,1
2999,6141.14,85.22,1
3000,6132.29,87.00,1
3001,6119.13,94.83,1
3002,6066.93,86.68,1
3003,6143.73,95.17,1
3004,6163.33,90.88,1
3005,6163.78,91.17,1
3006,6085.55,98.30,1
3007,6159.11,86.74,1
3008,6128.05,93.21,1
3009,6101.70,89.28,1
3010,6105.05,97.76,1
3011,6096.33,86.76,1
3012,6138.75,97.35,1
3013,6101.26,87.16,1
3014,6186.81,92.32,1
3015,6125.84,93.26,1
3016,6072.27,90.84,1
3017,6110.51,89.17,1
3018,6150.09,87.29,1
3019,6114.22,95.69,1
3020,6116.01,87.52,1
3021,6106.27,96.29,1
3022,6124.11,83.66,1
3023,6070.77,86.21,1
3024,6110.22,88.17,1
3025,6080.57,89.70,1
3026,6065.63,84.49,1
3027,6101.81,90.87,1
3028,6097.97,89.20,1
3029,6124.04,91.49,1
3030,6119.04,91.25,1
3031,6163.16,86.58,1
3032,6150.40,87.18,1
3033,6109.95,90.69,1
3034,6140.16,92.06,1
3035,6114.08,88.00,1
3036,6119.96,88.47,1
3037,6120.58,94.17,1
3038,6100.62,92.21,1
3039,6159.47,95.75,1
3040,6100.20,94.41,1
3041,6084.39,90.10,1
3042,6130.68,89.61,1
3043,6096.64,92.54,1
3044,6114.63,88.49,1
3045,6154.44,90.12,1
3046,6120.40,89.19,1
3047,6121.40,93.88,1
3048,6086.53,87.57,1
3049,6133.84,88.69,1
3050,6137.25,94.85,1
3051,6118.25,91.73,1
3052,6154.79,94.82,1
3053,6117.62,99.61,1
3054,6164.06,97.93,1
3055,6102.26,89.99,1
3056,6123.58,100.81,1
3057,6163.09,92.64,1
3058,6108.21,97.45,1
3059,6108.67,89.13,1
3060,6144.02,93.71,1
3061,6145.41,90.96,1
3062,6093.74,92.86,1
3063,6167.45,84.83,1
3064,6116.22,86.84,1
3065,6170.68,93.36,1
3066,6150.89,95.52,1
3067,6119.65,92.74,1
3068,6177.71,97.29,1
3069,6113.73,87.36,1
3070,6116.08,89.98,1
3071,6112.43,90.31,1
3072,6191.75,90.42,1
3073,6086.12,90.30,1
3074,6114.07,88.62,1
3075,6090.92,89.94,1
3076,6137.91,90.41,1
3077,6162.81,92.86,1
3078,6095.17,90.33,1
3079,6104.82,92.94,1
3080,6132.31,89.61,1
3081,6109.56,88.21,1
3082,6087.43,94.20,1
3083,6138.47,99.53,1
3084,6074.80,89.79,1
3085,6114.96,88.96,1
3086,6125.00,96.23,1
3087,6124.69,87.58,1
3088,6186.17,92.05,1
3089,6116.55,90.10,1
3090,6159.75,94.79,1
3091,6128.99,86.25,1
3092,6073.20,90.69,1
3093,6163.24,97.54,1
3094,6135.90,93.04,1
3095,6103.96,95.10,1
3096,6119.70,88.96,1
3097,6117.00,99.51,1
3098,6126.85,90.58,1
3099,6171.61,91.06,1
3100,6033.72,92.47,1
3101,6104.12,84.49,1
3102,6077.75,89.08,1
3103,6140.45,85.31,1
3104,6123.25,87.87,1
3105,6094.32,93.03,1
3106,6095.99,88.28,1
3107,6111.86,85.75,1
3108,6103.90,84.88,1
3109,6111.88,87.74,1
3110,6095.26,86.02,1
3111,6125.82,82.40,1
3112,6107.97,85.87,1
3113,6116.12,87.27,1
3114,6155.96,91.66,1
3115,6110.30,92.01,1
3116,6105.62,99.42,1
3117,6155.50,96.30,1
3118,6117.85,89.38,1
3119,6119.27,95.21,1
3120,6090.30,88.39,1
3121,6113.16,87.88,1
3122,6095.90,92.62,1
3123,6104.18,94.99,1
3124,6107.04,94.04,1
3125,6092.11,90.22,1
3126,6100.03,88.78,1
3127,6132.33,94.36,1
3128,6183.42,93.17,1
3129,6122.94,90.13,1
3130,6104.60,85.79,1
3131,6127.37,92.99,1
3132,6148.54,91.65,1
3133,6120.21,95.31,1
3134,6113.36,88.89,1
3135,6140.68,93.95,1
3136,6128.83,89.89,1
3137,6109.77,90.01,1
3138,6179.11,97.57,2
3139,6113.07,90.44,1
3140,6144.11,83.31,1
3141,6120.14,96.96,1
3142,6116.24,88.47,1
3143,6109.92,88.20,1
3144,6157.02,95.52,1
3145,6161.96,86.34,1
3146,6107.20,92.04,1
3147,6107.96,84.71,1
3148,6133.93,94.60,1
3149,6127.77,93.77,1
3150,6123.29,84.69,1
3151,6188.02,94.53,1
3152,6171.35,94.83,1
3153,6126.81,90.03,1
3154,6130.98,93.80,1
3155,6106.20,94.78,1
3156,6092.14,89.14,1
3157,6154.88,85.40,1
3158,6158.77,83.97,1
3159,6087.17,93.95,1
3160,6113.37,94.76,1
3161,6147.11,94.75,1
3162,6129.39,85.12,1
3163,6175.57,92.30,1
3164,6128.29,97.16,1
3165,6135.52,97.46,1
3166,6099.51,93.83,1
3167,6164.95,94.94,1
3168,6071.16,90.21,1
3169,6134.19,95.44,1
3170,6092.36,90.94,1
3171,6110.36,81.86,1
3172,6128.48,88.44,1
3173,6129.41,93.14,1
3174,6140.64,98.89,1
3175,6111.96,94.80,1
3176,6096.73,94.94,1
3177,6133.56,87.60,1
3178,6121.28,90.17,1
3179,6167.96,95.57,1
3180,6080.89,92.10,1
3181,6084.78,93.99,1
3182,6137.54,92.18,1
3183,6139.85,94.76,1
3184,6156.80,96.08,1
3185,6137.07,90.07,1
3186,6133.02,90.72,1
3187,6112.99,98.32,1
3188,6120.76,87.97,1
3189,6137.05,87.00,1
3190,6124.08,89.45,1
3191,6091.92,89.18,1
3192,6136.97,91.67,1
3193,6142.32,87.90,1
3194,6128.21,82.88,1
3195,6114.63,92.32,1
3196,6141.57,86.22,1
3197,6173.85,99.60,1
3198,6106.75,98.10,1
3199,6117.66,87.97,1
3200,6117.15,90.31,1
3201,6172.32,93.61,1
3202,6136.71,81.86,1
3203,6126.01,83.31,1
3204,6071.00,93.95,1
3205,6085.96,89.86,1
3206,6112.71,86.10,1
3207,6135.63,94.21,1
3208,6150.67,96.96,1
3209,6095.92,96.12,1
3210,6135.26,92.06,1
3211,6143.94,90.50,1
3212,6145.36,94.24,1
3213,6150.75,93.66,1
3214,6163.61,90.23,1
3215,6114.32,101.70,1
3216,6127.15,87.70,1
3217,6106.20,96.20,1
3218,6126.51,84.98,1
3219,6095.49,96.75,1
3220,6123.39,92.69,1
3221,6116.81,87.16,1
3222,6085.33,90.56,1
3223,6147.98,91.19,1
3224,6112.57,93.28,1
3225,6092.48,90.57,1
3226,6136.80,94.49,1
3227,6070.71,83.68,1
3228,6121.02,87.64,1
3229,6135.49,89.54,1
3230,6122.13,85.13,1
3231,6127.49,84.89,1
3232,6125.56,90.89,1
3233,6134.37,96.10,1
3234,6118.98,86.41,1
3235,6126.28,94.37,1
3236,6078.15,90.14,1
3237,6120.50,92.68,1
3238,6094.74,86.71,1
3239,6093.17,96.39,1
3240,6109.62,91.48,1
3241,6111.18,88.27,1
3242,6135.54,88.68,1
3243,6145.69,87.66,1
3244,6111.60,88.64,1
3245,6108.12,90.99,1
3246,6114.27,89.70,1
3247,6134.27,93.72,1
3248,6090.59,87.57,1
3249,6084.08,92.30,1
3250,6102.24,92.44,1
3251,6117.05,90.01,1
3252,6145.20,90.77,1
3253,6100.25,89.24,1
3254,6142.58,87.28,1
3255,6147.07,92.11,1
3256,6159.23,96.60,1
3257,6151.35,83.15,1
3258,6097.70,98.14,1
3259,6120.35,89.56,1
3260,6141.37,91.85,1
3261,6163.56,93.89,1
3262,6088.69,91.54,1
3263,6081.00,83.10,1
3264,6109.80,83.84,1
3265,6152.98,93.79,1
3266,6110.65,94.04,1
3267,6117.40,85.38,1
3268,6159.56,90.62,1
3269,6041.31,86.51,1
3270,6097.16,86.97,1
3271,6133.19,95.91,1
3272,6067.66,89.82,1
3273,6143.76,86.95,1
3274,6120.62,92.48,1
3275,6148.88,84.37,1
3276,6143.40,95.32,1
3277,6092.46,88.83,1
3278,6108.03,97.90,1
3279,6074.64,88.95,1
3280,6070.99,93.49,1
3281,6163.60,96.35,1
3282,6124.97,91.84,1
3283,6080.54,85.15,1
3284,6191.88,95.95,1
3285,6169.23,92.67,1
3286,6100.25,93.79,1
3287,6123.98,94.83,1
3288,6095.18,85.96,1
3289,6101.10,90.57,1
3290,6170.95,91.78,1
3291,6087.39,94.01,1
3292,6101.01,86.15,1
3293,6172.04,87.67,1
3294,6122.06,89.51,1
3295,6092.40,96.25,1
3296,6108.00,88.01,1
3297,6115.50,88.70,1
3298,6092.29,86.80,1
3299,6100.86,88.12,1
3300,6102.24,91.08,1
3301,6113.05,96.30,1
3302,6135.33,94.26,1
3303,6070.17,89.61,1
3304,6123.80,93.16,1
3305,6112.10,98.66,1
3306,6172.36,91.49,1
3307,6137.87,91.78,1
3308,6112.63,97.83,1
3309,6130.90,94.48,1
3310,6091.87,89.56,1
