temps récupérer
"17,5"
"19,29"
"18,46"
"17,12"
"17,98"
16
"18,44"
"18,83"
18
"17,47"
"19,74"
"18,24"
"18,2"
"19,03"
"19,8"
"18,7"
"17,9"
"17,4"
"18,28"
"17,34"
"17,89"
"16,72"
"18,13"
"17,73"
18
"17,5"
"16,35"
"18,29"
"18,36"
"16,25"
"15,9"
"15,99"
"18,24"
19
18
"17,78"
19
"18,58"
18
18
"16,4"
"17,2"
"17,5"
"18,67"
"17,66"
"17,67"
"17,26"
"18,1"
